"dat$maleBool";"s_fndly";"s_flirt";"s_awk";"s_assert";"o_fndly";"o_flirt";"o_awk";"o_assert";"o_attrct";"o_sincre";"o_intell";"o_funny";"o_ambits";"o_crteos";"sortOf";"kindOf";"iGuess";"iThink";"aLittle";"maybe";"possibly";"probably";"speeddate";"flirt";"event";"dating";"rating";"work";"program";"phd";"research";"professor";"advisor";"finish";"like";"iMean";"youKnow";"uh";"um";"syll_word";"syll_turn";"hedge";"academics";"funct";"pronoun";"ppron";"i";"we";"you";"shehe";"they";"ipron";"article";"verb";"auxverb";"past";"present";"future";"adverb";"preps";"conj";"negate";"quant";"number";"swear";"social";"family";"friend";"humans";"affect";"posemo";"negemo";"anx";"anger";"sad";"cogmech";"insight";"cause";"discrep";"tentat";"certain";"inhib";"incl";"excl";"percept";"see";"hear";"feel";"bio";"body";"health";"sexual";"ingest";"relativ";"motion";"space";"time";"work.1";"achieve";"leisure";"home";"money";"relig";"death";"assent";"nonfl";"filler";"Other.funct";"Other.pronoun";"Other.ppron";"Other.i";"Other.we";"Other.you";"Other.shehe";"Other.they";"Other.ipron";"Other.article";"Other.verb";"Other.auxverb";"Other.past";"Other.present";"Other.future";"Other.adverb";"Other.preps";"Other.conj";"Other.negate";"Other.quant";"Other.number";"Other.swear";"Other.social";"Other.family";"Other.friend";"Other.humans";"Other.affect";"Other.posemo";"Other.negemo";"Other.anx";"Other.anger";"Other.sad";"Other.cogmech";"Other.insight";"Other.cause";"Other.discrep";"Other.tentat";"Other.certain";"Other.inhib";"Other.incl";"Other.excl";"Other.percept";"Other.see";"Other.hear";"Other.feel";"Other.bio";"Other.body";"Other.health";"Other.sexual";"Other.ingest";"Other.relativ";"Other.motion";"Other.space";"Other.time";"Other.work.1";"Other.achieve";"Other.leisure";"Other.home";"Other.money";"Other.relig";"Other.death";"Other.assent";"Other.nonfl";"Other.filler"
"1688";0;10;8;1;3;10;8;1;4;8;8;9;9;9;8;0;17;4;4;2;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0;4;3;15;1;8;1.54751131221719;8.47933884297521;27;6;0;1;1;2;0;0;5;2;0;2;0;0;0;0;0;1;0;0;3;0;1;2;1;0;3;0;1;1;0;0;0;0;5;0;3;1;0;0;0;1;6;1;0;6;0;1;1;0;0;0;8;0;0;0;0;9;0;0;0;0;0;0;0;0;0;2;1;2;0;2;2;1;0;0;0;0;1;0;1;1;0;0;1;0;0;2;1;0;4;1;1;0;0;1;0;1;1;0;6;2;0;0;0;0;5;0;0;6;0;1;0;0;0;0;2;0;0;0;1;7;0;1;0;0;1;1;0;0
"1689";0;10;8;1;3;9;7;1;6;9;8;8;7;8;8;0;5;0;3;2;0;0;0;0;0;0;0;0;4;0;0;3;0;0;1;1;1;2;3;6;1.57043879907621;7.39130434782609;10;7;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;2;0;0;0;0;0;3;0;0;2;0;1;1;0;0;0;4;0;0;0;1;6;0;1;0;0;0;0;0;0;0;1;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;5;0;9;0;0;0;1;0;2;0;0;4;0;1;1;0;0;0;5;0;0;0;0;2;0;1;0;0;0;4;0;0
"1690";0;10;8;2;3;8;3;1;6;9;6;7;6;7;7;0;10;1;4;0;2;0;4;0;0;0;0;0;2;0;0;2;0;0;0;6;5;7;0;3;1.46759259259259;7.63855421686747;21;4;0;1;1;2;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;3;0;2;1;0;0;0;0;5;2;0;2;0;0;1;0;0;0;3;0;0;0;0;9;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;7;0;5;0;0;0;0;0;3;1;0;3;0;0;0;0;0;0;10;0;0;0;1;8;0;2;1;0;3;2;0;0
"1691";0;10;9;1;4;10;8;1;4;8;8;8;8;7;8;0;7;0;0;0;1;1;1;0;0;0;0;0;2;0;0;1;0;0;0;12;0;12;1;2;1.49186991869919;8.63529411764706;10;3;2;0;1;3;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;2;0;0;6;0;1;0;0;0;0;0;6;3;0;4;0;1;2;0;2;0;7;0;0;0;1;4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;1;0;0;1;1;0;1;0;0;0;0;5;1;5;1;0;0;1;0;2;0;0;2;0;1;1;0;0;0;9;0;0;0;1;3;0;1;0;0;0;3;0;0
"1692";0;8;1;1;1;6;1;6;5;3;7;7;3;5;7;0;3;0;2;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;7;0;1;1;5;1.51207729468599;8.23684210526316;5;4;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;2;0;0;2;0;0;2;0;0;1;0;1;0;0;1;0;0;4;0;4;2;0;0;0;0;1;0;0;1;0;4;0;0;1;0;6;0;0;0;0;6;0;2;0;0;0;1;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;2;0;0;1;0;0;0;1;1;0;6;2;0;0;0;0;3;1;0;2;0;0;0;0;0;0;2;0;0;0;1;2;0;2;0;0;0;1;0;0
"1693";0;9;4;6;5;9;1;5;4;1;7;5;4;1;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;17;2;1.45390070921986;3.98058252427184;1;0;0;1;0;0;0;0;2;1;0;2;0;0;0;0;1;2;0;0;3;0;1;1;0;0;0;1;0;0;0;0;0;0;4;0;1;1;0;0;0;0;4;0;0;2;0;0;0;1;0;0;7;0;0;0;1;2;0;0;1;0;0;1;0;0;0;0;1;1;1;2;5;0;0;2;0;0;0;0;1;0;0;0;4;0;1;3;0;0;3;1;1;1;0;1;0;0;6;0;6;3;0;0;1;0;9;0;0;2;0;0;0;0;0;0;10;0;0;0;2;7;0;0;0;0;3;2;0;0
"1694";0;8;8;4;4;7;4;4;4;8;7;8;7;5;6;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;6;5;1.44186046511628;6.31481481481481;2;2;0;3;0;0;0;1;2;1;0;0;0;0;0;0;1;1;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;3;1;3;1;0;0;0;0;5;0;1;5;0;0;0;0;0;0;5;0;0;0;2;6;0;0;1;0;2;2;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;1;1;3;0;0;4;0;0;0;0;0;0;6;0;0;0;1;2;0;0;0;0;0;1;0;0
"1696";0;9;6;7;5;6;1;4;2;7;7;7;4;5;5;0;2;0;1;1;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;9;0;2;8;8;1.43462246777164;10.3866666666667;4;5;0;3;0;1;0;0;5;1;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;1;1;0;0;0;2;0;0;7;0;3;0;0;0;0;2;6;0;0;3;0;1;1;0;1;0;8;0;0;0;1;9;0;1;0;0;2;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;1;0;0
"1697";0;9;2;1;7;9;6;4;4;1;5;6;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;6;0;2;16;2;1.56603773584906;5.00862068965517;0;2;0;0;1;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2;0;1;0;0;0;0;1;1;1;0;0;0;1;4;0;2;0;0;0;0;0;4;1;0;2;0;0;0;0;0;0;6;0;0;0;1;5;0;0;0;0;1;2;0;0;0;0;1;3;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;2;7;0;1;0;0;0;0;1;5;0;0;5;0;0;0;0;0;0;7;0;0;0;2;5;0;1;0;0;1;0;0;0
"1698";0;9;3;1;6;9;4;5;3;5;7;6;4;5;6;0;4;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;9;7;1.49173553719008;6.62385321100917;9;0;0;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;7;0;5;0;0;0;0;0;2;1;0;5;0;3;0;0;0;0;7;0;0;0;0;5;0;1;0;0;0;3;0;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;2;0;0;0;0;0;4;0;2;1;0;0;0;1;4;1;1;4;0;2;0;0;0;0;5;0;0;0;2;9;0;0;1;0;3;1;0;0
"1699";0;8;3;3;3;7;1;1;7;9;8;9;4;9;7;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;9;5;1.41880341880342;7.2967032967033;8;0;0;0;1;1;0;1;2;1;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;1;1;1;0;0;1;0;0;2;0;4;0;0;0;0;0;4;1;1;4;0;1;0;0;0;0;4;0;0;0;2;3;0;1;0;0;3;2;0;0;0;1;1;2;0;0;4;0;0;0;0;0;1;0;1;0;0;0;4;0;0;0;0;0;1;1;1;3;0;1;0;1;1;0;4;0;0;0;0;0;6;1;0;3;0;0;0;0;0;0;5;0;0;0;2;3;0;0;0;0;3;2;0;0
"1700";0;9;6;6;2;10;6;2;6;8;8;8;6;6;7;1;2;0;0;0;1;0;2;0;0;0;1;0;5;0;0;0;0;0;0;1;0;0;14;6;1.4690618762475;5.75;6;5;0;2;0;2;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;6;0;3;0;0;0;0;0;2;1;1;5;0;1;0;0;1;0;6;0;0;0;0;7;0;1;1;0;2;1;0;0;1;1;0;0;0;0;4;0;0;1;0;0;0;0;2;0;0;0;3;0;0;0;0;0;2;1;0;0;0;1;0;0;5;0;5;0;0;0;1;0;7;0;1;4;0;2;0;0;0;0;8;0;0;0;4;10;0;2;1;0;5;1;0;0
"1701";0;9;6;6;3;9;8;4;5;7;7;8;4;5;6;1;4;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;5;0;2;23;5;1.42792792792793;5.2396694214876;7;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;3;0;0;5;0;6;0;0;0;1;0;2;1;1;4;0;4;0;0;3;0;6;0;0;0;0;10;0;1;1;0;1;2;0;0;1;1;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;2;0;4;0;0;0;0;0;3;0;0;3;0;3;1;0;3;0;2;0;0;0;0;7;0;1;0;0;1;2;0;0
"1702";0;10;5;1;6;10;3;1;6;8;8;8;10;8;8;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;4;5;0;1.58666666666667;4.80808080808081;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;1;0;0;0;0;3;0;0;3;0;2;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;4;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;7;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
"1703";0;7;4;6;6;7;2;7;4;4;7;7;4;6;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;15;2;1.5619335347432;4.41880341880342;1;0;0;2;0;2;0;0;2;1;0;1;0;0;0;0;1;0;0;1;3;0;0;1;0;0;1;1;0;0;0;0;0;2;7;1;1;0;0;0;0;0;4;0;1;3;0;1;0;0;0;0;10;0;0;0;1;7;0;0;1;0;2;0;0;0;0;0;2;2;0;2;1;2;0;1;0;0;0;0;0;0;0;1;2;0;1;3;0;0;3;1;2;0;0;0;0;0;7;0;5;1;0;0;1;1;7;2;0;5;0;0;0;0;0;0;9;0;0;0;2;3;0;0;0;0;1;2;0;0
"1704";0;7;2;2;4;7;2;2;4;6;4;6;4;6;6;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;1;2;3;4;1.49099099099099;5.38211382113821;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;2;3;0;1;0;0;0;0;9;0;0;0;0;2;0;0;2;0;1;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;5;1;1;0;0;0;1;0;3;0;1;6;0;0;0;0;1;0;5;0;0;0;0;3;0;0;0;0;3;0;0;0
"1705";0;9;7;3;7;9;5;5;3;6;8;10;4;6;6;0;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;8;0;1;11;3;1.42710472279261;6.26126126126126;5;2;1;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;1;1;0;1;0;3;0;0;6;1;4;2;0;0;1;1;9;1;1;2;0;6;0;0;2;0;8;0;0;0;2;5;0;2;0;0;3;0;0;0;0;0;1;1;0;1;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;4;1;3;1;0;0;1;1;7;2;0;2;0;3;0;1;0;0;5;0;0;0;1;4;0;1;0;0;2;1;0;0
"1706";0;9;6;1;7;9;1;1;4;6;7;7;7;6;6;0;3;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;2;0;1;5;8;1.50582750582751;5.47457627118644;6;2;0;1;0;0;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;2;0;0;2;0;3;0;0;0;0;1;4;0;1;2;0;0;0;1;0;0;2;0;0;0;1;5;0;1;1;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;2;0;3;0;0;0;0;1;0;1;5;0;5;0;0;0;0;1;3;0;1;4;0;0;0;0;0;0;5;0;0;0;1;3;0;2;0;0;1;0;0;0
"1707";0;5;6;3;6;5;3;5;4;4;2;7;7;7;5;0;0;0;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;4;2;1.51327433628319;5.07920792079208;7;0;0;0;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;1;1;2;0;0;1;0;0;5;0;2;1;0;0;0;1;3;2;0;3;0;1;0;0;0;0;5;0;0;0;1;3;0;1;0;0;1;0;0;0;0;0;1;1;0;2;1;1;0;0;0;0;1;0;1;1;0;0;2;0;0;4;1;0;1;1;1;0;0;1;0;0;9;1;3;3;0;0;0;1;5;0;1;4;0;1;0;0;0;0;11;0;0;0;1;1;0;2;1;0;1;0;0;0
"1708";0;10;10;2;10;10;10;1;8;9;4;9;9;9;8;0;1;1;3;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;14;6;1.47708894878706;4.93693693693694;8;1;0;1;1;1;0;1;4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;1;0;1;0;0;0;0;0;6;0;4;0;0;0;0;1;7;2;0;3;0;0;0;0;0;0;7;0;0;0;1;2;0;1;0;0;2;2;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;3;0;0;2;0;0;1;0;1;0;0;0;0;0;7;0;3;1;0;0;0;0;3;1;1;3;0;0;0;0;0;0;10;0;0;0;1;2;0;0;0;0;1;2;0;0
"1709";0;9;8;2;7;9;8;2;7;5;7;9;8;6;6;0;2;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;6;6;1.45504587155963;7.85148514851485;8;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;2;0;1;1;0;0;1;0;1;0;0;1;0;0;5;1;6;0;0;0;1;1;7;2;0;4;0;2;0;0;0;0;7;0;0;0;1;4;0;1;0;0;1;4;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;2;1;0;1;2;0;1;0;0;0;0;2;0;0;0;0;8;0;0;1;0;1;0;0;0
"1710";0;7;4;2;4;7;1;6;2;6;7;8;3;5;6;0;4;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;2;0;0;1;1;0;8;8;1.4519427402863;7.71739130434783;5;4;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;3;0;1;2;1;0;1;1;0;0;0;2;0;0;5;0;1;1;0;0;0;1;2;0;0;4;0;0;0;1;1;0;8;0;0;0;1;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;2;0;1;1;0;1;0;0;0;0;3;0;0;0;1;1;0;0;1;0;1;0;0;0
"1711";0;7;4;5;3;6;2;3;3;5;7;6;4;5;5;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;6;0;0;1;0;1.49881796690307;5.03174603174603;2;4;0;2;1;2;0;0;1;1;0;1;0;0;0;0;1;1;0;0;2;0;0;1;0;1;1;1;1;0;0;0;0;0;3;0;3;1;0;0;1;0;3;0;1;3;0;0;0;0;0;0;5;0;0;0;2;4;0;0;1;0;1;2;0;0;1;1;1;1;0;0;2;1;0;1;0;0;0;0;1;1;0;0;3;0;0;2;0;0;2;0;1;0;0;1;0;0;5;1;7;2;0;0;2;1;7;0;2;5;0;1;0;0;1;0;8;0;0;0;4;12;0;2;2;0;4;3;0;0
"1712";0;9;7;1;4;8;7;3;4;5;8;9;9;5;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;2;1;1.44463373083475;9.11827956989247;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;2;0;0;1;0;0;2;1;0;0;0;0;0;0;4;0;3;1;0;0;2;0;2;0;1;2;0;1;0;0;0;0;6;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;3;0;0;1;0;0;1;0;1;0;0;3;0;2;2;0;0;2;1;3;0;1;3;0;1;0;1;0;0;4;0;0;0;1;2;0;1;1;0;2;0;0;0
"1714";0;7;4;3;6;5;3;8;4;4;8;7;1;3;5;0;3;1;5;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;37;2;6;1;3;1.46959896507115;11.8333333333333;14;0;1;1;1;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;3;0;0;0;0;1;4;1;1;1;0;1;0;0;8;0;10;0;0;0;0;0;2;1;1;2;0;2;0;0;0;0;11;0;0;0;1;0;0;3;0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"1715";0;9;6;3;3;8;7;3;4;4;7;6;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2.18181818181818;3.32673267326733;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"1716";0;7;4;3;7;7;2;4;4;3;8;6;3;3;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;1;7;1;1.6280487804878;7.21621621621622;2;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;2;1;0;0;2;0;0;0;2;0;3;1;1;0;0;0;0;0;4;0;5;0;0;0;1;0;3;0;0;5;0;1;0;0;0;0;6;0;0;0;2;1;0;1;0;0;1;1;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;0;1;2;0;0;0;0;0;2;0;3;0;0;0;0;0;3;1;1;4;0;2;0;0;0;0;3;0;0;0;1;2;0;0;1;0;0;3;0;0
"1717";0;8;8;6;6;6;6;3;7;5;6;7;7;8;4;0;5;1;2;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;10;3;1;1;3;1.50581395348837;5.97692307692308;8;6;0;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;5;0;1;1;0;0;1;0;2;0;1;3;0;0;0;0;0;0;5;0;0;0;1;4;0;0;1;0;1;0;0;0;0;4;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;1;0;0;0;0;2;0;1;5;0;1;3;0;0;1;0;5;1;1;3;0;0;0;0;1;0;5;0;0;0;2;8;1;0;1;0;2;0;0;0
"1718";0;8;8;3;8;8;6;6;6;6;6;6;7;6;6;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;5;0;4;2;7;1.57;10.0641025641026;2;3;0;4;1;3;1;0;2;1;0;3;0;0;0;0;1;1;0;0;7;0;0;1;0;0;1;1;1;3;0;1;0;0;6;2;4;0;0;0;0;0;7;2;0;2;0;3;2;0;0;0;13;0;0;0;2;5;1;0;0;0;1;3;0;0;0;2;2;2;1;1;3;1;0;1;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;1;2;1;0;3;0;0;6;0;2;0;0;0;0;0;6;2;0;4;0;2;0;0;1;0;9;0;0;0;1;9;0;0;0;0;2;2;0;0
"1720";0;8;7;4.5;5;6;6;3;6;6;6;6;6;4;5;0;3;0;3;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;34;2;5;0;4;1.43362831858407;8.93793103448276;7;3;1;0;1;2;0;0;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;3;0;0;8;0;1;0;0;0;1;0;4;1;1;4;0;1;0;0;3;0;9;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;6;0;0;1;0;0;1;0;2;0;1;3;0;1;0;0;0;0;7;0;0;0;1;2;0;0;0;0;1;0;0;0
"1721";0;6;5;4;5;6;4;6;4;4;5;5;6;5;5;0;5;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;15;2;5;0;8;1.53292181069959;6.42241379310345;9;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;1;2;0;0;2;0;0;1;1;1;1;0;1;0;0;3;0;1;1;0;0;0;0;3;0;1;2;0;1;0;0;0;0;5;0;0;0;2;4;0;0;1;0;1;0;0;0;1;2;0;0;0;0;3;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;3;0;5;0;0;0;1;0;6;0;1;5;0;0;0;0;0;0;4;0;0;0;3;7;0;2;0;0;4;0;0;0
"1722";0;7;7;4;5;6;6;6;6;5;5;5;5.5;5;5;1;1;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6;2;3;3;5;1.43005952380952;6.9136690647482;4;0;0;2;0;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;4;0;0;2;0;0;0;1;0;0;0;1;0;0;4;0;5;2;0;0;0;1;5;2;1;0;0;0;2;0;1;0;8;0;0;0;2;3;0;1;1;0;1;4;0;0;0;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;3;1;3;0;0;0;0;0;2;0;0;3;0;1;1;0;1;0;5;0;0;0;1;2;0;1;0;0;0;2;0;0
"1723";0;7;5;4;5;8;7;5;4;5;6;5;5;5;5;0;3;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;3;0;2;1.57361963190184;8.34146341463415;8;0;0;1;1;2;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;1;1;1;1;0;0;1;0;0;7;0;2;2;0;0;0;1;5;0;0;4;0;1;0;0;1;0;8;0;0;0;2;2;0;0;0;0;2;1;0;0;0;0;1;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;6;0;5;1;0;0;0;0;5;0;1;2;0;1;0;0;1;0;6;0;0;0;1;1;0;0;0;0;2;3;0;0
"1724";0;7;6;6;6;8;6;3;5;8;6;7;7;6;6;0;1;0;0;1;0;0;1;0;0;0;0;0;6;0;2;0;0;0;0;12;2;0;2;6;1.47979797979798;9.35106382978723;3;8;0;2;1;3;0;0;0;2;0;0;0;0;1;0;1;0;0;0;2;0;2;1;0;1;1;1;1;0;0;1;0;1;6;1;4;1;0;0;1;0;7;2;1;5;0;1;0;1;0;0;8;0;0;0;2;3;0;2;1;0;2;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;2;1;0;0;0;1;0;0;5;0;2;0;0;0;0;0;4;0;2;3;0;0;1;0;1;0;6;0;0;0;2;5;0;0;1;0;3;0;0;0
"1725";0;7;8;4;6;7;5;5;5;5;6;6;5;6;5;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;6;2;12;1.5475763016158;6.43283582089552;2;1;0;0;1;3;1;3;3;1;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;1;1;1;1;2;0;1;0;1;4;0;3;0;0;1;1;0;9;1;1;4;0;0;0;0;0;0;8;0;0;0;2;3;0;1;1;0;2;1;0;0;0;1;0;2;0;1;3;1;0;1;0;0;0;0;0;1;0;0;3;0;0;2;1;0;1;1;0;1;0;0;0;2;2;0;1;2;0;0;0;0;7;1;0;3;0;1;0;0;0;0;5;0;0;0;2;2;0;0;0;0;2;0;0;0
"1726";0;9;10;2.5;6;10;10;2;5;7;6;7;10;6;6;0;1;2;12;0;1;0;1;0;0;0;0;0;4;0;2;0;0;0;0;5;2;7;4;1;1.51328502415459;7.03932584269663;17;6;0;2;1;2;1;2;1;0;0;1;0;0;0;0;0;1;0;1;2;0;0;1;0;0;3;1;1;1;0;1;0;1;7;0;8;0;0;0;1;0;10;2;1;3;0;2;0;0;0;0;9;0;0;0;5;7;0;1;1;0;2;4;0;0;0;2;2;2;0;1;2;1;0;1;0;0;0;0;1;1;0;2;5;0;0;2;0;0;0;1;2;1;0;0;0;0;5;0;3;0;0;0;1;0;6;1;0;4;0;1;0;0;0;0;10;0;0;0;2;7;0;0;0;0;2;3;0;0
