"dat$maleBool";"s_fndly";"s_flirt";"s_awk";"s_assert";"o_fndly";"o_flirt";"o_awk";"o_assert";"o_attrct";"o_sincre";"o_intell";"o_funny";"o_ambits";"o_crteos";"sortOf";"kindOf";"iGuess";"iThink";"aLittle";"maybe";"possibly";"probably";"speeddate";"flirt";"event";"dating";"rating";"work";"program";"phd";"research";"professor";"advisor";"finish";"like";"iMean";"youKnow";"uh";"um";"syll_word";"syll_turn";"hedge";"academics";"funct";"pronoun";"ppron";"i";"we";"you";"shehe";"they";"ipron";"article";"verb";"auxverb";"past";"present";"future";"adverb";"preps";"conj";"negate";"quant";"number";"swear";"social";"family";"friend";"humans";"affect";"posemo";"negemo";"anx";"anger";"sad";"cogmech";"insight";"cause";"discrep";"tentat";"certain";"inhib";"incl";"excl";"percept";"see";"hear";"feel";"bio";"body";"health";"sexual";"ingest";"relativ";"motion";"space";"time";"work.1";"achieve";"leisure";"home";"money";"relig";"death";"assent";"nonfl";"filler";"Other.funct";"Other.pronoun";"Other.ppron";"Other.i";"Other.we";"Other.you";"Other.shehe";"Other.they";"Other.ipron";"Other.article";"Other.verb";"Other.auxverb";"Other.past";"Other.present";"Other.future";"Other.adverb";"Other.preps";"Other.conj";"Other.negate";"Other.quant";"Other.number";"Other.swear";"Other.social";"Other.family";"Other.friend";"Other.humans";"Other.affect";"Other.posemo";"Other.negemo";"Other.anx";"Other.anger";"Other.sad";"Other.cogmech";"Other.insight";"Other.cause";"Other.discrep";"Other.tentat";"Other.certain";"Other.inhib";"Other.incl";"Other.excl";"Other.percept";"Other.see";"Other.hear";"Other.feel";"Other.bio";"Other.body";"Other.health";"Other.sexual";"Other.ingest";"Other.relativ";"Other.motion";"Other.space";"Other.time";"Other.work.1";"Other.achieve";"Other.leisure";"Other.home";"Other.money";"Other.relig";"Other.death";"Other.assent";"Other.nonfl";"Other.filler"
"1648";0;8;4;3;4;7;4;3;3;6;3;5;3;8;7;0;2;0;2;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;6;0;0;0;0;1.42582417582418;6.40740740740741;5;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;5;0;0;0;0;0;2;1;2;1;0;1;0;1;1;0;2;0;0;0;1;3;0;1;1;0;0;3;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;0;1;0;1;3;0;0;2;0;1;0;2;3;0;6;1;0;0;3;0;1;0;2;4;0;0;0;0;1;0;5;0;0;0;1;2;0;0;1;0;0;1;0;0
"1649";0;8;4;4;4;8;6;3;5;6;6;7;4;5;4;0;1;0;3;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;1;0;0;1.43700787401575;5.79365079365079;7;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;2;0;0;4;0;1;0;0;0;0;0;2;1;1;2;0;0;0;1;1;0;5;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;1;0;1;0;0;0;0;1;0;0;0;3;0;1;1;0;0;2;1;0;1;0;3;0;0;4;0;3;1;0;0;0;0;5;0;1;6;0;1;0;1;1;0;7;0;0;0;2;6;0;0;1;0;2;1;0;0
"1650";0;8;3;3;3;4;2;2;7;2;2;6;2;9;2;0;2;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;5;0;0;0;0;1.42763157894737;5.78666666666667;5;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;1;1;1;1;0;2;0;0;2;0;1;0;0;0;0;0;4;1;1;2;0;0;0;1;2;0;4;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;2;1;0;1;0;5;0;0;4;0;2;0;0;0;0;0;3;0;1;3;0;0;1;0;1;0;6;0;0;0;0;2;0;0;1;0;0;0;0;0
"1651";0;8;7;3;3;8;6;3;4;5;8;8;6;6;7;1;4;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;1.41348973607038;7.9016393442623;7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;1;1;0;0;1;0;2;0;1;0;0;3;0;0;0;1;3;0;1;0;0;0;2;0;0;0;0;1;1;0;1;3;0;0;0;0;0;1;0;2;1;0;0;6;0;0;1;0;0;1;1;1;0;0;1;0;0;2;0;3;0;0;0;1;0;6;1;0;5;0;3;0;1;0;0;8;0;0;0;1;5;1;0;1;0;3;2;0;0
"1652";0;8;4;5;3;8;5;3;3;5;4;8;4;9;8;2;1;1;3;0;1;0;1;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;1.44876325088339;5.94202898550725;9;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;1;0;0;0;0;3;0;0;1;0;0;2;0;0;0;1;1;2;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;4;1;1;3;0;0;0;0;0;0;1;0;0;0;2;5;1;0;1;0;1;1;0;0
"1653";0;8;3;3;4;7;6;3;3;4;2;5;2;9;3;2;5;0;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;6;0;0;0;0;1.47772277227723;7.02352941176471;11;2;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;2;0;3;1;0;0;0;1;1;0;2;2;0;3;0;1;1;0;2;0;0;0;1;6;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;0;3;0;0;0;0;0;2;1;1;1;0;2;0;1;0;0;4;0;0;0;1;4;0;0;0;0;0;1;0;0
"1654";0;7;4;8;4;2;2;2;9;4;3;2;2;9;5;0;2;0;7;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5;0;0;3;7;1.45386533665835;6.40659340659341;10;2;0;0;1;2;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;2;0;0;9;1;1;0;0;0;0;0;6;1;1;5;0;2;1;1;2;0;9;0;0;0;1;6;1;1;0;0;2;0;0;0;0;0;1;4;1;2;3;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;1;0;0;1;0;1;6;2;5;0;0;0;0;0;10;1;1;2;0;2;2;0;0;0;7;0;0;0;2;8;1;1;0;0;3;2;0;0
"1656";0;9;5;5;4;8;4;4;5;4;8;9;5;7;8;0;3;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;10;0;1;0;0;1.40509259259259;9.33846153846154;6;2;0;2;1;1;0;0;1;2;0;0;0;0;0;0;1;1;0;0;2;0;1;1;0;0;1;0;1;0;0;2;0;0;2;0;5;1;0;0;0;0;3;1;2;3;0;3;0;2;1;0;4;0;0;0;0;5;0;1;1;0;1;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;4;0;5;1;0;0;0;0;5;0;1;1;0;4;0;0;0;0;4;0;0;0;2;3;0;1;0;0;3;3;0;0
"1657";0;9;1;1;1;9;2;1;1;5;7;2;3;3;9;0;2;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;1;1;2;5;1.60615384615385;4.53913043478261;5;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;1;0;0;2;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;3;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;1;3;0;1;3;0;0;1;0;0;0;0;0;0;0;0;2;0;0;3;0;2;2;1;1;0;0;1;0;0;7;0;5;2;0;0;1;1;6;0;0;1;0;0;0;0;0;0;9;0;0;0;2;10;1;1;0;0;2;2;0;0
"1658";0;9;1;4;1;9;2;6;1;5;8;9;1;9;9;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;9;1.53827751196172;4.72794117647059;4;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;1;0;1;0;0;0;1;3;0;1;1;0;0;0;1;0;0;2;3;0;0;1;0;0;0;5;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;3;0;1;0;0;0;1;0;0
"1660";0;9;2;2;1;9;3;3;1;6;8;7;1;4;9;0;9;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;12;2;0;0;4;1.52;6.46;11;2;0;0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;3;0;1;0;0;0;0;1;3;0;2;1;0;0;0;0;0;0;3;0;0;0;1;4;0;0;2;0;1;1;0;0;0;1;2;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;1;0;0;4;0;2;0;0;0;0;0;2;0;0;3;0;1;0;0;1;0;5;0;0;0;0;4;0;0;0;0;0;1;0;0
"1661";0;8;1;7;1;9;2;2;5;1;8;8;8;8;9;0;6;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;4;1.46315789473684;4.58241758241758;8;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;0;0;0;1;0;3;0;1;1;0;0;0;0;0;0;3;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;2;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;2;1;1;0;0;2;0;0;4;1;4;0;0;0;1;0;2;0;0;2;0;4;0;0;1;0;5;0;0;0;0;2;0;1;0;0;0;1;0;0
"1662";0;10;1;5;1;10;4;8;1;3;7;8;1;7;9;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;1;2;7;1.5065963060686;4.83898305084746;5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;1;0;2;1;0;2;0;0;0;1;0;0;4;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;2;0;1;0;0;0;0;1;0;0;0;4;0;0;2;0;0;1;0;0;1;0;0;0;2;5;0;1;1;0;0;1;1;2;1;0;3;0;2;1;0;0;0;9;0;0;0;0;4;0;0;0;0;1;0;0;0
"1663";0;9;2;1;1;9;1;1;1;8;6;6;6;6;9;0;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;2;8;1.47979797979798;4.76422764227642;11;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;1;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0;3;0;0;0;1;4;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;2;0;0;0;2;0;1;2;0;0;0;1;1;0;0;1;0;0;5;0;3;1;0;0;1;0;2;0;1;5;0;5;0;1;1;0;7;0;0;0;0;2;1;1;1;0;1;2;0;0
"1664";0;9;1;1;1;9;1;1;1;7;6;7;7;10;9;0;8;0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;13;3;1;3;11;1.47677261613692;5.54128440366972;12;1;0;1;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;2;0;0;4;0;3;0;0;0;1;1;3;0;1;4;0;0;1;0;1;0;4;0;0;0;1;6;1;0;1;0;1;1;0;0;0;1;2;2;0;0;3;1;0;0;0;0;0;0;1;0;0;1;2;0;1;3;0;0;0;1;2;0;0;1;0;0;6;0;1;0;0;0;0;1;8;2;1;3;0;0;0;0;1;0;8;0;0;0;2;9;1;0;1;0;1;1;0;0
"1665";0;9;1;1;1;9;1;4;1;2;5;10;1;9;8;0;7;0;1;1;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;10;1;0;0;4;1.62908011869436;5.27884615384615;13;1;0;0;2;2;0;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;0;0;2;0;0;2;0;3;0;0;0;0;0;6;1;1;3;0;0;0;0;0;0;3;0;0;0;2;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;1;0;0;0;0;2;0;3;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;4;0;0;0;1;4;0;0;0;0;0;1;0;0
"1666";0;9;1;1;1;9;1;1;1;6;5;8;5;10;9;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;1;2;6;1.55757575757576;5.08910891089109;10;1;0;1;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;4;0;1;0;0;0;0;1;2;0;0;4;0;0;1;0;1;0;4;0;0;0;1;4;0;0;0;0;2;0;0;0;0;2;1;2;1;0;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;3;0;0;3;0;1;0;0;1;0;1;6;0;5;2;0;0;3;0;4;0;1;4;0;1;0;0;0;0;6;0;0;0;1;4;1;0;1;0;1;1;0;0
"1667";0;9;1;1;1;9;1;1;1;1;5;3;2;2;7;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;2;3;1.57674418604651;3.49484536082474;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;2;0;0;0;1;1;4;0;3;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;3;0;1;1;0;1;0;0;0;0;2;6;0;3;2;0;0;0;1;5;0;0;1;0;0;0;1;0;0;8;0;0;0;1;4;0;0;0;0;3;2;0;0
"1668";0;9;2;2;1;9;2;2;1;5;5;7;8;7;9;0;6;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;6;3;0;3;5;1.52238805970149;4.08;8;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;0;2;0;0;0;0;1;1;2;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;3;1;1;1;0;1;0;1;3;0;7;0;0;0;0;1;4;0;1;2;0;2;0;0;0;0;4;0;0;0;0;1;1;1;1;0;2;3;0;0
"1669";0;9;1;1;1;9;1;1;1;4;6;9;9;7;9;0;12;2;2;1;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;20;3;5;3;1;1.55252918287938;7.32110091743119;19;3;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;1;0;0;0;1;0;0;5;0;3;0;0;0;0;0;3;1;0;4;0;0;0;0;1;0;5;0;0;0;1;5;0;0;0;0;1;1;0;0;0;1;3;6;0;2;3;0;0;1;0;1;0;0;0;0;0;0;5;0;0;1;0;0;2;1;3;1;0;2;0;0;5;1;4;1;0;0;0;0;8;1;1;4;0;0;3;0;2;0;10;0;0;0;2;3;0;1;0;0;2;1;0;0
"1670";0;9;2;1;1;9;2;2;2;6;8;10;10;10;9;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;2;8;1.60615384615385;5.01923076923077;3;0;0;0;2;2;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;2;0;0;1;0;0;4;0;1;0;0;0;0;0;2;1;0;4;0;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;1;0;0;0;2;2;3;0;2;1;1;0;0;0;0;1;0;1;0;0;0;2;0;0;2;0;0;1;1;2;0;0;1;0;1;3;0;3;1;0;0;0;0;5;2;1;6;0;0;0;0;0;0;5;0;0;0;1;11;1;1;0;0;1;1;0;0
"1671";0;9;2;1;1;9;2;1;1;6;3;6;1;10;9;0;3;1;1;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;6;1;1;3;7;1.55587392550143;4.56302521008403;7;2;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;4;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;1;1;0;2;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;5;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;6;0;0;0;1;4;0;0;0;0;0;0;0;0
"1672";0;9;3;3;1;9;2;1;5;8;6;8;9;9;9;0;7;0;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;2;6;1.54674220963173;5.25;15;0;0;0;1;2;1;0;0;1;0;0;0;0;0;0;2;0;0;0;2;0;0;1;0;0;2;0;1;0;0;1;0;0;2;0;2;0;0;0;0;1;2;1;0;2;0;0;1;0;0;0;4;0;0;0;1;6;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;3;0;0;1;0;0;1;0;1;0;0;0;0;0;8;2;3;1;0;0;0;1;5;0;0;2;0;0;0;0;0;0;11;0;0;0;1;6;0;0;1;0;1;2;0;0
"1673";0;9;1;1;1;9;1;1;1;4;6;9;9;9;9;0;8;0;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;8;1;2;2;7;1.52424942263279;6;9;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;4;0;2;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;5;0;0;0;1;4;0;0;1;0;0;2;0;0;0;0;2;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;2;1;0;0;0;1;4;0;6;0;0;0;0;1;3;1;0;3;0;3;1;0;0;0;6;0;0;0;1;5;0;2;0;0;1;3;0;0
"1674";0;9;1;7;1;8;1;10;1;1;4;9;1;2;9;0;7;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4;0;0;0;10;1.49683544303797;9.09615384615385;9;2;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;0;2;0;0;0;0;0;3;2;0;2;0;2;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;2;0;4;1;0;0;0;0;1;1;0;3;0;6;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;2;0;0
"1675";0;9;5;1;3;9;3;2;3;4;7;7;7;6;5;0;4;0;4;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;3;2;1;2;1.57377049180328;5.12977099236641;11;1;0;0;0;0;0;2;1;3;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;3;1;0;0;0;1;0;0;7;0;5;1;0;0;0;0;4;0;1;5;0;1;0;0;0;0;8;1;0;0;0;3;0;0;1;0;0;2;0;0;0;0;1;1;1;0;1;1;0;3;0;0;0;0;1;0;0;1;6;0;0;6;0;0;3;0;1;1;0;1;0;0;4;1;5;5;0;0;1;0;4;0;0;6;0;0;0;0;0;0;10;1;0;0;1;5;0;0;0;0;3;2;0;0
"1676";0;8;3;1;3;8;3;1;2;6;7;8;7;6;8;0;5;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;2;10;0;6;1.4716049382716;6.08163265306122;10;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;1;1;0;0;0;0;0;0;4;0;4;0;0;0;1;0;1;0;0;5;0;1;0;0;0;0;6;0;0;0;0;0;1;1;0;0;0;2;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;4;0;1;0;0;0;1;0;3;0;0;4;0;2;0;0;1;0;4;0;0;0;1;2;1;0;0;0;1;0;0;0
"1679";0;8;5;1;4;8;7;1;4;3;8;8;7;6;8;0;3;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;3;1.48970251716247;5.51694915254237;9;0;1;0;1;3;1;0;2;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;3;1;1;0;0;2;0;1;3;0;4;1;0;0;0;0;2;0;1;4;0;2;1;0;1;0;5;0;0;0;0;3;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;1;0;1;0;2;0;0;4;0;1;0;0;0;1;0;2;0;1;3;0;3;0;0;2;0;6;0;0;0;1;1;0;0;1;0;1;1;0;0
"1680";0;9;6;2;5;8;6;2;4;6;7;8;7;7;8;0;2;1;2;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;6;0;0;1;2;1.57946210268949;6.03738317757009;6;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;1;1;0;0;0;0;0;0;5;0;2;2;0;0;0;1;2;0;0;2;0;0;0;0;0;0;6;0;0;0;0;5;0;0;0;0;0;1;0;0;0;1;1;2;0;1;1;0;0;1;0;0;1;0;1;0;0;0;2;0;0;2;0;0;0;0;1;0;0;1;0;0;5;0;0;1;0;0;1;1;3;0;0;3;0;2;1;0;0;0;7;0;0;0;1;5;0;0;0;0;0;0;0;0
"1681";0;9;7;3;6;9;8;2;6;8;8;7;6;7;8;0;5;0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;2;4;0;2;1.55699481865285;5.36607142857143;9;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;4;0;2;1;0;0;0;0;2;0;0;0;0;1;1;0;0;0;5;0;0;0;0;6;0;1;0;0;0;1;0;0;0;2;1;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;2;1;1;0;1;2;0;1;3;0;4;0;0;0;0;0;6;1;1;1;0;0;0;0;1;0;4;0;0;0;1;4;0;1;1;0;0;1;0;0
"1682";0;10;9;1;3;10;9;1;3;9;9;9;9;9;9;0;9;0;7;0;0;0;1;0;0;0;0;0;5;0;1;1;0;0;0;6;3;7;1;8;1.55075593952484;6.24347826086957;17;7;1;0;0;1;0;2;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;5;0;1;0;0;0;0;0;4;0;0;2;0;0;1;0;0;0;6;0;0;0;1;6;1;0;0;0;1;0;0;0;0;2;3;3;0;2;1;1;0;0;0;0;0;0;0;0;0;1;2;0;1;2;0;0;2;0;3;1;0;2;0;0;7;0;4;1;0;0;0;0;6;1;0;4;0;1;0;1;1;0;9;0;0;0;1;7;0;1;0;0;1;1;0;0
"1683";0;7;2;1;4;8;2;4;1;3;6;7;3;5;7;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;2;1;1;1.4561797752809;5.58620689655172;3;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;4;1;0;0;0;0;1;0;0;1;0;1;2;0;0;0;2;0;0;0;1;7;0;1;0;0;0;2;0;0;1;1;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;2;0;0;2;1;0;0;0;0;0;0;2;0;0;2;1;2;2;0;0;0;0;3;0;1;2;0;2;2;0;2;0;4;0;0;0;1;3;0;0;0;0;0;2;0;0
"1684";0;9;7;1;3;9;8;1;3;8;8;8;8;8;8;0;4;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;8;0;10;0;2;1.55737704918033;5.32;9;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;2;0;0;4;0;5;0;0;0;1;1;2;0;1;4;0;4;0;0;1;0;4;0;0;0;0;2;1;3;1;0;0;2;0;0;1;1;1;2;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;1;0;0;1;0;1;3;0;5;0;0;0;2;1;2;0;1;4;0;3;0;0;1;0;3;0;0;0;0;3;0;1;0;0;0;0;0;0
"1685";0;8;5;1;2;8;6;2;3;5;7;8;8;7;8;0;4;0;2;0;1;0;0;0;0;0;0;0;2;1;1;1;0;0;1;3;0;4;0;7;1.61498708010336;6.57894736842105;7;5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;4;0;0;0;1;7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;1;4;0;0;1;0;0;9;1;1;2;0;1;0;0;1;0;7;0;0;0;2;4;0;0;0;0;2;4;0;0
"1686";0;9;8;1;4;10;8;1;5;7;7;8;9;8;8;0;2;0;0;1;2;0;0;0;0;0;0;0;2;1;1;1;0;0;0;6;0;2;0;4;1.61890243902439;4.82727272727273;5;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;5;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;6;0;0;0;1;5;0;1;0;0;1;0;0;0;0;0;1;1;0;1;2;1;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;7;0;4;0;0;0;1;0;5;1;0;7;0;2;0;0;0;0;9;0;0;0;2;5;0;2;0;0;2;1;0;0
"1687";0;8;4;1;4;10;3;1;3;5;8;8;8;5;6;0;8;1;4;0;2;0;0;0;0;0;0;0;3;1;2;4;0;0;1;11;2;8;2;2;1.49170124481328;8.36046511627907;15;10;0;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;2;0;0;0;1;5;0;2;0;0;0;1;0;2;0;0;2;0;1;0;0;0;0;7;0;0;0;1;6;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;2;0;0;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;4;0;2;0;0;0;1;0;3;0;0;5;0;0;0;0;0;0;7;0;0;0;1;1;0;0;0;0;0;0;0;0
