selfid,otherid,Order,Audio,met,willng,timemtch,s_fndly,s_flirt,s_awk,s_assert,o_fndly,o_flirt,o_awk,o_assert,o_attrct,o_sincre,o_intell,o_funny,o_ambits,o_crteos,enjoy,shared,clicked
132,109,4,0,1,0,2,9,1,1,1,9,1,1,1,5,5,5,5,.,.,3,.,.
132,110,3,0,1,1,2,10,1,1,9,9,1,1,1,7,6,7,6,.,7,7,.,7
132,111,2,0,1,0,3,10,1,1,9,10,1,1,9,5,9,9,3,.,.,8,.,.
132,112,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132,113,19,1,1,0,2,10,1,1,1,10,1,1,1,5,8,8,7,.,9,6,.,.
132,114,18,1,2,1,2,10,1,1,1,10,1,1,1,5,.,.,.,.,.,6,.,.
132,115,17,1,1,1,2,10,1,1,1,10,.,.,.,5,8,.,.,.,.,6,.,.
132,116,16,0,1,1,2,10,1,1,1,10,.,.,.,7,6,6,3,.,.,5,.,.
132,117,15,0,1,1,2,10,1,1,1,10,1,1,1,7,.,.,.,.,.,7,.,.
132,118,14,0,1,0,2,10,1,1,1,10,1,1,1,5,.,.,.,.,.,4,1,1
132,119,13,0,1,0,2,10,.,.,.,10,.,.,.,5,8,8,.,.,.,6,.,.
133,101,13,1,1,0,2,5,5,9,5,6,2,8,4,8,4,3,3,3,3,2,1,1
133,102,12,1,1,1,3,8,8,2,5,9,6,3,5,8,7,6,7,6,7,8,5,7
133,103,11,1,1,0,4,8,7,3,5,8,6,1,6,7,7,4,6,6,7,7,5,5
133,104,10,1,1,0,1,6,2,2,2,5,1,10,3,4,5,4,3,3,3,2,3,1
133,105,9,1,1,1,5,6,3,2,3,9,3,2,6,3,7,8,7,7,8,8,4,6
133,106,8,1,1,0,2,5,1,8,2,7,2,9,4,6,5,5,3,5,6,3,3,1
133,107,7,1,1,0,2,7,3,2,3,9,5,3,4,2,7,6,5,6,8,8,5,7
133,108,6,1,1,0,3,7,3,3,3,7,2,7,2,4,5,6,2,4,5,5,3,2
133,109,5,1,1,0,2,7,4,3,4,5,1,9,5,3,5,5,2,4,6,4,4,3
133,110,4,1,1,1,3,8,5,3,4,8,5,3,6,8,6,7,6,7,6,7,4,6
133,111,3,1,4,1,4,6,5,4,3,7,4,7,5,3,5,6,6,5,6,6,6,5
133,112,2,1,1,0,1,8,5,3,5,8,3,6,3,2,4,7,5,6,7,6,6,2
133,113,1,1,1,0,3,8,3,4,3,9,2,2,4,3,6,6,4,5,7,7,4,3
133,114,19,1,1,0,6,8,5,3,4,8,7,5,6,3,7,6,7,7,6,7,5,6
133,115,18,1,1,1,4,8,6,3,6,8,5,4,5,5,7,6,4,5,6,7,5,6
133,116,17,1,2,0,1,5,4,7,5,6,4,10,2,8,3,3,2,3,2,2,4,2
133,117,16,1,1,1,3,8,7,2,5,9,6,3,5,7,7,6,7,6,7,8,5,6
133,118,15,1,1,0,4,7,4,6,3,7,3,8,5,5,6,5,5,5,5,5,6,3
133,119,14,1,4,0,2,6,3,7,6,8,3,5,4,5,7,7,5,6,7,7,4,5
134,101,14,0,1,0,2,8,2,3,7,7,2,7,5,7,6,8,2,7,7,2,2,2
134,102,13,0,1,0,1,8,1,2,7,8,9,2,7,3,8,9,2,9,9,2,4,2
134,103,12,0,1,0,1,9,2,3,8,9,2,2,9,3,3,3,2,8,9,1,1,2
134,104,11,0,1,1,1,10,8,3,6,10,9,2,8,9,8,9,9,8,9,10,9,9
134,105,10,0,1,0,1,8,1,2,8,10,8,10,9,5,8,8,6,8,9,1,2,2
134,106,9,0,1,0,2,9,1,3,8,8,2,6,8,6,7,10,5,10,9,2,1,2
134,107,8,0,1,0,1,8,1,3,7,7,1,4,7,2,8,8,4,7,9,2,4,2
134,108,7,1,1,0,1,8,1,4,.,10,2,3,9,2,10,10,5,10,10,2,1,2
134,109,6,1,1,0,1,9,1,2,7,9,1,6,7,4,10,9,5,9,10,5,2,4
134,110,5,1,1,0,2,8,1,2,6,4,8,10,8,7,7,7,3,8,8,2,2,2
134,111,4,1,4,0,1,9,1,2,8,10,2,1,8,2,10,10,10,10,10,10,6,8
134,112,3,1,1,0,1,6,1,3,5,6,3,7,6,2,7,8,4,8,7,1,2,1
134,113,2,1,1,0,2,9,1,2,7,9,1,4,7,5,9,10,7,9,10,8,6,5
134,114,1,1,1,0,3,8,1,5,5,8,4,7,6,4,8,8,4,6,8,3,6,3
134,115,19,0,1,0,1,8,1,2,8,9,4,5,5,4,7,8,2,8,9,2,2,2
134,116,18,0,1,0,2,8,1,2,8,5,1,9,6,5,5,10,2,10,5,2,4,1
134,117,17,0,1,0,2,9,3,2,8,9,3,2,8,7,8,8,8,7,8,7,2,4
134,118,16,0,1,0,1,9,1,2,9,9,2,10,8,2,9,10,2,9,10,2,2,2
134,119,15,0,1,0,1,8,1,3,7,9,2,3,8,7,8,10,5,9,10,7,2,4
135,101,15,1,1,0,2,7,2,4,6,1,1,5,4,8,2,4,1,5,4,2,1,1
135,102,14,1,2,1,7,6,7,3,5,8,1,1,5,10,7,10,7,7,10,7,10,5
135,103,13,1,1,0,3,7,8,7,7,8,1,1,4,9,5,6,1,10,10,3,1,2
135,104,12,1,1,0,6,7,3,5,6,4,1,5,2,7,4,4,3,2,5,3,5,3
135,105,11,1,1,1,3,8,5,2,5,9,4,5,4,10,10,10,9,7,9,9,7,9
135,106,10,1,1,0,5,7,6,5,4,8,2,6,5,6,7,5,4,9,7,4,3,2
135,107,9,1,1,1,5,5,4,5,3,8,3,2,7,6,5,8,4,7,5,7,10,6
135,108,8,1,1,1,4,6,4,5,6,6,3,6,4,7,8,10,7,6,9,6,5,4
135,109,7,1,1,0,2,7,2,4,6,7,2,6,5,7,9,7,4,10,6,3,3,4
135,110,6,1,1,0,2,7,4,6,3,7,3,1,9,9,5,8,3,10,8,3,5,4
135,111,5,1,1,1,6,8,5,8,10,10,2,1,6,6,6,8,9,6,7,6,9,7
135,112,4,1,1,0,7,9,2,5,6,6,2,7,4,7,6,8,7,9,7,6,5,6
135,113,3,1,1,0,7,6,3,5,3,8,2,7,7,6,6,8,5,9,8,6,3,4
135,114,2,1,1,1,2,8,4,4,5,10,5,2,5,10,6,10,9,7,7,10,10,7
135,115,1,1,1,1,6,8,3,9,5,10,1,3,5,8,10,10,6,5,10,7,3,5
135,116,19,1,1,1,6,7,3,4,4,7,2,3,6,8,7,7,4,7,6,5,8,6
135,117,18,1,1,1,6,7,5,2,6,7,3,4,5,8,7,5,2,9,7,5,5,5
135,118,17,1,1,0,2,6,4,3,5,7,1,9,4,6,8,9,2,4,9,3,1,2
135,119,16,1,1,1,3,8,4,4,5,7,6,5,5,7,10,10,9,7,8,6,4,5
136,101,16,1,1,1,2,7,7,9,6,6,5,7,5,10,8,10,7,6,6,9,8,4
136,102,15,1,1,0,2,7,6,5,6,7,4,7,6,6,10,10,6,8,9,7,4,3
136,103,14,1,1,1,2,7,7,7,7,8,7,3,8,9,8,8,7,8,9,8,8,7
136,104,13,1,1,1,2,7,8,6,5,6,7,6,8,8,7,9,10,.,6,8,5,6
136,105,12,1,1,0,2,6,6,4,6,7,7,5,6,6,9,10,8,9,9,6,4,3
136,106,11,1,1,1,2,7,7,5,7,7,7,5,6,8,9,8,6,8,10,7,6,5
136,107,10,1,1,0,1,6,4,4,5,7,6,4,7,5,9,9,7,9,10,6,5,2
136,108,9,1,1,0,1,7,4,5,5,7,5,4,8,4,8,8,9,9,10,5,5,4
136,109,8,1,1,0,2,6,4,6,6,6,5,7,4,6,8,7,4,5,6,4,2,1
136,110,7,1,1,1,3,6,7,8,7,8,7,4,8,9,9,9,8,8,10,10,7,6
136,111,6,1,3,0,2,7,4,8,5,7,5,6,5,6,10,10,4,8,10,5,7,4
136,112,5,1,1,0,1,5,2,3,3,3,2,7,2,1,6,7,6,6,4,1,1,1
136,113,4,1,1,0,1,6,3,5,4,6,3,4,3,2,8,7,3,6,7,3,2,1
136,114,3,1,1,0,2,7,4,7,6,7,4,6,6,4,8,8,5,7,7,5,4,3
136,115,2,1,1,1,2,7,6,6,8,7,5,6,5,5,8,8,6,7,8,7,5,4
136,116,1,1,1,1,2,8,5,6,7,7,3,7,6,7,8,7,5,6,7,7,8,5
136,117,19,1,1,0,1,6,5,6,5,7,5,5,6,6,9,9,5,6,9,5,7,3
136,118,18,1,1,0,1,5,3,3,6,5,3,7,2,4,4,9,7,5,5,2,1,1
136,119,17,1,1,0,1,6,5,6,7,7,5,6,5,5,9,10,4,9,7,6,5,4
137,101,17,1,1,0,2,7,4,4,5,5,3,2,3,8,5,7,5,5,5,5,5,4
137,102,16,1,2,1,3,8,6,2,5,7,5,2,5,8,8,8,7,8,8,8,8,7
137,103,15,1,2,1,3,8,6,2,5,7,5,2,5,8,7,8,7,7,7,7,6,7
137,104,14,1,1,1,5,7,4,3,5,6,4,3,4,6,6,7,6,6,6,5,6,5
137,105,13,1,1,1,3,8,6,2,5,8,6,2,5,7,7,9,8,8,7,7,7,6
137,106,12,1,1,1,4,7,5,2,6,7,4,2,4,7,6,7,6,6,6,6,5,5
137,107,11,1,2,1,3,7,5,2,5,7,4,2,4,7,7,8,7,8,7,7,7,6
137,108,10,1,1,1,4,8,6,3,6,8,6,2,5,7,7,9,8,8,7,7,6,6
137,109,9,1,1,1,4,7,5,3,5,7,5,2,5,7,7,9,7,8,7,7,6,6
137,110,8,1,1,1,5,7,5,3,5,7,4,2,5,8,7,7,6,7,6,6,6,6
137,111,7,1,1,1,4,8,7,3,6,8,7,2,6,7,8,8,7,8,7,7,7,6
137,112,6,1,1,1,5,7,7,3,6,8,7,3,7,7,7,9,8,8,7,7,6,6
137,113,5,1,1,1,4,7,5,3,6,7,5,3,4,6,7,9,7,9,7,7,6,6
137,114,4,1,1,1,4,7,6,3,6,7,5,3,6,7,8,7,7,7,7,6,6,6
137,115,3,1,1,1,2,8,7,3,6,8,6,3,6,8,8,8,8,7,7,8,7,7
137,116,2,1,1,1,4,8,6,4,6,8,6,4,6,8,7,7,7,7,7,7,7,6
137,117,1,1,1,1,4,8,6,4,7,7,3,3,6,8,8,8,5,7,8,7,7,5
137,118,19,1,1,1,5,7,5,3,5,7,5,3,4,7,7,9,7,8,7,7,6,6
137,119,18,1,1,1,3,8,7,2,5,7,6,2,5,7,8,9,8,9,8,8,7,7
138,101,18,1,1,1,3,6,4,2,2,7,3,1,1,5,4,6,4,4,6,5,5,5
138,102,17,1,1,1,2,7,5,2,2,8,3,2,2,8,6,6,5,4,7,7,7,5
138,103,16,1,1,0,2,7,4,2,7,7,5,5,5,4,3,5,3,4,6,4,5,3
138,104,15,1,1,1,4,6,6,3,5,7,3,5,2,5,6,6,4,3,7,8,7,5
138,105,14,1,1,1,1,7,7,2,6,7,6,2,5,8,7,8,7,7,7,9,9,7
138,106,13,1,2,0,2,7,4,1,4,6,2,2,2,6,6,6,4,3,7,6,4,4
138,107,12,1,1,1,2,7,4,2,2,7,3,3,5,5,6,7,6,4,7,6,5,5
138,108,11,1,1,1,2,9,4,3,3,7,3,3,5,5,7,7,5,6,7,5,7,6
138,109,10,1,1,1,2,7,5,3,5,7,7,4,6,4,6,6,5,4,7,5,5,5
138,110,9,1,1,1,2,7,7,2,5,7,5,3,5,7,6,8,7,8,7,6,6,5
138,111,8,1,1,0,2,6,2,2,5,6,3,5,4,3,6,6,4,5,5,5,4,4
138,112,7,1,1,0,3,8,4,1,8,4,2,3,3,4,5,6,6,5,7,6,6,4
138,113,6,1,2,1,2,7,7,3,6,8,6,3,6,7,7,7,7,7,7,7,7,7
138,114,5,1,1,0,1,6,1,2,4,5,3,3,4,3,4,5,4,2,5,4,2,2
138,115,4,1,1,1,3,7,6,3,5,8,6,3,6,6,8,8,5,6,7,7,6,6
138,116,3,1,2,0,2,6,1,3,2,6,2,3,4,4,4,4,2,2,6,4,2,2
138,117,2,1,1,0,2,7,3,5,6,7,3,3,6,5,7,7,5,4,7,6,5,5
138,118,1,1,1,0,2,7,4,5,7,7,2,6,6,4,7,7,4,3,7,6,4,6
138,119,19,1,1,0,5,6,2,1,1,.,.,.,.,4,5,6,5,3,7,5,4,5
139,101,19,1,1,0,4,9,1,3,2,9,1,1,1,9,8,8,5,5,8,5,6,3
139,102,18,1,1,1,4,10,2,1,2,10,2,1,1,8,9,8,8,5,9,10,7,7
139,103,17,1,1,0,4,10,1,1,1,8,1,1,6,6,7,6,5,8,7,6,2,4
139,104,16,1,1,0,6,10,2,5,4,8,1,4,1,8,7,6,4,5,7,5,5,4
139,105,15,1,2,1,3,10,3,1,1,10,1,1,1,8,8,7,8,5,8,9,9,8
139,106,14,1,2,0,2,10,2,4,2,9,1,5,4,8,8,8,6,4,8,5,6,4
139,107,13,1,1,0,6,10,1,1,2,10,1,1,1,5,7,9,6,6,8,6,7,5
139,108,12,1,2,0,1,10,2,2,2,10,2,2,2,7,7,7,4,7,7,6,8,6
139,109,11,1,1,0,5,9,2,3,3,9,1,4,2,8,8,7,2,5,5,5,7,4
139,110,10,1,1,1,5,10,2,4,3,10,2,3,4,9,7,9,7,9,8,6,7,5
139,111,9,1,1,0,6,10,1,2,2,10,2,2,2,4,9,9,8,8,8,6,5,7
139,112,8,1,1,0,4,10,1,6,5,10,1,6,3,7,10,6,6,6,9,5,4,3
139,113,7,1,1,0,4,10,3,3,3,10,2,2,2,4,9,9,5,7,8,5,8,5
139,114,6,1,1,1,5,10,4,3,3,10,3,4,2,4,9,6,5,4,9,7,5,6
139,115,5,1,1,0,5,10,3,2,2,10,4,3,2,4,9,8,7,6,9,6,5,4
139,116,4,1,1,0,2,10,1,4,2,7,1,6,6,5,7,7,2,6,6,5,4,3
139,117,3,1,1,1,5,10,2,8,3,10,4,4,2,9,8,7,7,8,9,7,6,6
139,118,2,1,1,1,3,10,5,3,3,10,2,2,2,5,9,7,5,4,8,7,5,8
139,119,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
200,221,1,1,1,1,.,8,6,5,7,8,5,6,6,8,8,10,7,9,8,7,5,5
200,222,2,1,1,1,4,9,8,7,8,9,8,4,5,8,9,9,7,6,7,8,6,6
200,223,3,1,1,1,5,9,8,5,7,9,7,4,7,8,7,9,9,10,7,7,4,5
200,224,4,1,1,1,5,9,8,5,7,9,9,5,8,9,8,9,8,9,7,7,5,7
200,226,5,1,1,1,4,8,9,6,7,9,8,5,7,9,9,10,8,10,8,8,6,6
200,227,6,1,1,1,4,8,7,4,6,9,9,6,7,7,9,9,7,8,9,7,6,4
200,228,7,1,1,1,3,9,7,4,7,9,8,3,7,9,8,10,8,7,7,9,8,8
200,229,8,1,1,1,3,9,9,4,7,9,9,4,10,8,9,8,10,7,7,7,7,8
200,230,9,1,1,1,3,9,8,3,7,9,8,4,8,8,7,9,7,7,8,6,7,6
200,231,10,1,1,1,3,8,8,4,7,8,8,2,7,8,7,9,7,8,7,7,5,6
200,232,11,1,1,1,4,9,6,5,7,7,4,7,5,8,7,8,5,6,6,4,4,3
200,233,12,1,1,1,4,8,7,4,6,8,7,2,7,9,8,9,7,8,7,7,8,6
200,234,13,1,1,1,.,8,7,4,7,8,7,4,6,8,8,9,6,7,7,6,6,5
200,235,14,1,1,1,4,8,7,4,7,8,8,3,7,9,8,9,7,8,7,6,7,5
200,236,15,1,1,0,5,9,7,4,8,9,7,5,5,7,8,8,6,7,7,4,5,3
200,237,16,1,1,.,5,8,7,4,5,8,7,3,5,6,8,8,9,7,7,5,3,4
200,238,17,1,1,0,4,8,8,4,6,9,7,3,6,9,6,9,8,8,7,6,6,5
200,239,18,1,1,1,3,8,7,4,8,9,8,4,9,7,8,10,6,10,8,6,7,6
200,240,19,1,1,1,7,9,5,6,5,9,7,4,7,9,7,9,7,10,9,4,3,4
201,221,19,1,1,0,2,6,3,1,1,6,5,1,1,4,6,5,5,5,5,5,5,4
201,222,1,1,1,1,2,8,5,2,1,8,5,2,1,5,6,6,6,4,7,6,5,6
201,223,2,1,1,1,2,6,5,2,1,7,4,4,1,6,6,6,5,5,6,5,5,5
201,224,3,1,1,0,1,7,4,2,1,7,5,2,1,4,6,5,5,5,6,5,4,4
201,226,4,1,1,1,3,6,4,1,1,7,6,1,1,5,5,5,6,6,5,6,6,5
201,227,5,1,1,0,2,7,4,1,1,7,6,1,1,4,7,5,6,5,5,5,5,4
201,228,6,1,1,1,3,6,4,1,1,6,4,1,1,6,6,5,5,5,6,6,6,5
201,229,7,1,1,0,2,6,4,1,1,6,6,1,1,3,6,6,5,5,5,5,5,3
201,230,8,1,1,0,1,5,1,1,1,5,1,1,1,6,1,5,5,5,5,4,5,3
201,231,9,1,1,0,2,6,4,1,1,6,4,.,1,4,7,6,5,5,6,5,5,4
201,232,10,1,1,0,1,6,5,1,1,6,5,1,1,6,5,5,5,5,5,6,6,5
201,233,11,1,1,0,1,5,3,1,1,6,5,3,1,4,4,5,5,5,5,4,5,4
201,234,12,1,1,0,2,7,4,1,1,7,5,1,1,5,7,6,8,3,5,6,5,6
201,235,13,1,1,0,2,7,6,1,1,6,5,1,1,5,7,6,6,5,5,6,5,6
201,236,14,1,1,0,2,6,2,1,1,6,3,1,1,3,7,5,6,5,5,4,4,4
201,237,15,1,1,0,1,6,3,1,1,7,5,1,1,4,5,6,4,5,5,4,5,4
201,238,16,1,1,0,3,6,5,2,1,6,5,1,1,5,8,6,5,5,7,6,6,6
201,239,17,1,1,0,2,7,3,1,1,7,3,1,1,5,8,6,6,5,5,7,6,6
201,240,18,1,1,1,6,7,4,1,1,6,5,1,1,5,7,7,6,5,6,6,5,6
203,221,18,1,1,0,3,8,4,4,5,7,3,3,6,7,6,7,5,5,6,4,2,2
203,222,19,1,1,0,3,8,5,3,6,9,6,4,6,7,7,6,6,6,7,5,3,3
203,223,1,1,1,1,5,8,4,4,6,8,4,4,5,8,7,7,7,7,7,5,5,5
203,224,2,1,1,1,4,7,4,3,5,9,7,3,6,8,8,8,7,8,9,8,6,7
203,226,3,1,1,1,3,7,4,4,5,7,4,5,8,9,7,8,6,7,7,6,5,4
203,227,4,1,1,1,4,6,5,6,6,8,6,4,6,8,8,8,7,6,7,6,6,4
203,228,5,1,1,1,5,7,6,7,9,8,5,4,7,8,7,7,7,6,7,6,5,5
203,229,6,1,1,1,5,8,6,5,7,9,8,3,6,7,8,7,7,7,7,6,5,5
203,230,7,1,1,0,2,9,6,4,6,8,5,4,5,8,8,8,8,7,8,6,4,3
203,231,8,1,1,0,3,7,5,4,6,8,5,4,6,7,7,7,8,7,7,6,5,4
203,232,9,1,.,0,3,8,4,8,5,7,4,6,6,8,6,7,6,5,7,4,3,3
203,233,10,1,1,1,4,8,6,4,6,9,6,3,5,9,7,8,8,8,7,7,6,5
203,234,11,1,1,0,3,8,4,6,7,8,5,4,5,7,7,8,7,7,7,6,3,3
203,235,12,1,1,1,3,8,6,5,6,8,6,3,6,8,8,7,7,7,7,6,6,5
203,236,13,1,1,0,3,8,4,4,5,8,5,3,4,7,7,7,6,7,8,5,3,3
203,237,14,1,1,0,3,8,4,4,6,8,4,3,6,6,7,6,7,6,6,3,3,2
203,238,15,1,1,1,3,7,5,4,5,8,7,3,5,7,7,8,8,7,7,6,5,6
203,239,16,1,1,0,3,6,4,5,6,7,4,5,6,6,7,6,8,7,6,4,4,3
203,240,17,1,1,0,3,8,6,4,5,8,6,3,6,8,8,8,7,8,7,6,2,3
204,221,17,1,1,0,1,10,7,6,6,6,4,2,8,5,5,7,1,3,3,2,2,2
204,222,18,1,1,1,2,10,9,1,5,9,8,3,3,6,6,7,8,6,5,8,5,6
204,223,19,1,1,1,3,10,4,3,5,10,5,5,4,8,10,10,5,5,10,9,9,5
204,224,1,1,1,1,3,10,4,3,4,10,7,3,5,7,9,9,8,6,8,7,6,8
204,226,2,1,1,1,2,9,8,4,4,10,8,2,3,10,7,8,6,6,8,8,5,6
204,227,3,1,1,1,3,9,8,4,5,9,3,4,4,10,9,10,4,5,5,10,7,6
204,228,4,1,1,1,3,10,9,3,4,10,6,3,3,7,8,8,9,6,7,7,5,5
204,229,5,1,1,1,2,10,10,5,4,10,10,5,6,7,8,9,6,4,5,7,3,3
204,230,6,1,1,1,2,10,6,5,5,10,4,5,5,8,9,8,4,7,7,6,4,3
204,231,7,1,1,1,2,10,9,7,5,9,7,2,5,8,6,8,5,6,5,8,5,6
204,232,8,1,1,0,2,10,10,5,6,8,3,5,2,8,5,7,2,4,4,4,6,3
204,233,9,1,1,0,2,10,6,7,4,10,6,4,4,9,8,8,6,5,5,5,3,3
204,234,10,1,1,1,2,10,9,7,5,10,7,6,4,9,7,8,6,5,5,6,4,5
204,235,11,1,1,1,2,10,6,4,7,8,4,4,4,7,8,8,3,4,5,6,3,3
204,236,12,1,1,1,2,9,7,2,5,9,6,2,3,5,7,7,3,4,5,7,3,7
204,237,13,1,1,1,2,9,9,4,4,10,9,3,3,7,6,7,8,5,4,7,5,6
204,238,14,1,1,1,3,9,7,9,3,9,4,3,5,8,5,6,4,5,5,9,6,4
204,239,15,1,1,1,3,10,6,2,4,10,9,1,5,8,6,7,10,6,5,10,9,8
204,240,16,1,1,1,2,10,9,1,8,9,4,3,3,7,6,7,6,4,5,9,3,3
205,221,16,1,1,0,2,6,4,5,5,6,4,4,5,5,4,5,6,5,5,5,6,5
205,222,17,1,3,0,3,7,8,7,6,6,6,5,6,7,6,6,5,7,4,6,5,6
205,223,18,1,1,0,2,5,6,5,4,4,5,4,6,6,6,7,6,7,6,5,6,5
205,224,19,1,1,0,3,5,6,7,6,7,5,6,5,6,5,6,7,5,6,5,5,4
205,226,1,1,1,1,3,7,5,4,7,6,8,6,7,7,7,6,6,7,7,6,.,6
205,227,2,1,1,0,3,6,4,5,6,6,5,6,4,6,7,5,6,7,5,4,.,4
205,228,3,1,1,0,4,6,7,5,5,6,5,6,7,8,6,4,6,4,4,5,6,6
205,229,4,1,3,0,1,8,8,8,8,.,.,.,.,7,6,5,6,7,3,5,7,7
205,230,5,1,1,1,5,6,7,5,7,6,5,6,6,6,6,5,6,5,7,6,5,5
205,231,6,1,3,.,2,6,8,3,7,6,8,7,7,7,6,8,6,5,5,5,6,4
205,232,7,1,2,0,3,7,6,7,6,7,3,4,5,6,7,6,7,4,5,5,5,6
205,233,8,1,1,0,3,7,7,6,5,4,5,4,4,5,4,5,4,6,4,5,6,4
205,234,9,1,1,0,3,5,5,4,5,6,7,6,6,4,7,8,9,7,6,6,5,5
205,235,10,1,2,1,3,7,7,5,6,7,6,6,6,7,6,5,7,6,6,5,4,6
205,236,11,1,2,0,2,6,7,3,9,6,7,7,6,5,6,7,7,6,6,5,5,6
205,237,12,1,2,0,1,7,8,7,6,5,7,6,7,7,6,7,6,7,6,5,6,5
205,238,13,1,1,1,3,7,8,7,7,8,8,7,7,7,6,6,7,6,6,6,6,6
205,239,14,1,3,1,2,7,8,6,7,6,7,6,7,7,7,6,7,7,6,6,7,7
205,240,15,1,1,1,3,5,7,6,7,6,6,5,6,6,7,6,6,5,6,5,6,5
206,221,15,1,2,1,2,9,4,1,4,9,3,2,2,5,9,9,8,9,8,5,5,5
206,222,16,1,.,1,4,9,5,2,1,8,1,2,1,8,8,8,8,8,8,5,5,3
206,223,17,1,.,1,3,9,2,2,2,9,2,2,2,5,8,8,8,8,7,7,8,6
206,224,18,1,1,1,.,9,2,2,2,8,2,8,7,7,5,8,8,9,8,6,4,4
206,226,19,1,.,1,3,9,3,2,3,8,3,1,2,8,8,8,7,8,8,6,5,3
206,227,1,1,1,1,3,8,2,3,2,9,4,1,1,8,8,8,8,8,8,8,5,3
206,228,2,1,1,1,4,8,2,3,1,8,1,3,1,6,7,7,6,7,6,7,3,2
206,229,3,1,1,0,2,9,2,2,2,9,4,2,2,2,6,8,9,8,8,6,3,3
206,230,4,1,1,1,3,9,4,2,2,9,3,2,2,9,9,9,9,9,9,10,6,6
206,231,5,1,.,1,2,8,4,2,3,8,2,2,2,5,6,9,6,8,8,5,4,3
206,232,6,1,1,1,3,7,1,5,2,7,1,1,2,5,5,6,5,6,8,4,4,4
206,233,7,1,1,1,3,8,2,3,2,9,2,2,2,7,8,8,8,8,8,5,4,3
206,234,8,1,.,1,3,7,1,2,2,8,2,2,3,5,7,8,8,8,8,6,5,5
206,235,9,1,2,1,2,9,5,1,2,9,3,1,2,9,9,9,8,9,8,7,7,5
206,236,10,1,.,1,.,8,2,3,2,8,1,2,1,5,7,7,6,7,8,5,3,3
206,237,11,1,1,0,2,5,1,1,2,6,1,1,1,3,5,7,6,5,7,4,4,4
206,238,12,1,1,1,.,7,2,2,1,7,2,2,1,4,7,6,7,8,8,5,4,5
206,239,13,1,1,1,3,8,3,2,2,8,2,1,1,8,8,9,7,9,8,6,5,5
206,240,14,1,1,1,4,7,4,2,4,8,2,2,2,8,9,9,9,7,8,7,5,5
207,221,14,1,1,0,1,6,4,2,5,4,3,5,8,3,5,5,6,5,5,2,4,2
207,222,15,1,1,1,5,7,5,5,5,7,6,3,3,7,7,6,6,5,6,6,6,6
207,223,16,1,1,0,2,7,4,4,5,7,4,3,3,5,6,5,5,5,5,5,5,4
207,224,17,1,1,0,2,6,5,2,5,7,4,2,5,6,6,7,5,7,5,6,6,5
207,226,18,1,1,1,1,8,6,2,5,6,6,2,5,9,7,7,6,7,7,8,6,7
207,227,19,1,1,1,2,7,5,3,5,7,6,2,5,8,7,6,5,6,6,7,7,6
207,228,1,1,1,1,4,7,3,2,6,7,3,1,4,7,7,8,5,7,7,8,8,6
207,229,2,1,1,0,2,7,5,2,4,7,5,1,7,3,7,6,5,6,6,5,5,5
207,230,3,1,1,1,2,8,7,2,7,7,5,2,5,8,6,7,6,6,6,8,7,8
207,231,4,1,1,0,2,7,5,2,5,7,6,3,5,5,7,5,5,5,7,5,6,5
207,232,5,1,1,0,3,8,7,3,5,6,4,3,5,6,5,4,4,5,7,4,4,4
207,233,6,1,1,0,3,7,4,4,4,7,5,3,5,6,7,5,5,5,7,5,3,5
207,234,7,1,1,0,2,6,5,2,5,9,7,2,7,3,7,6,7,5,5,7,5,6
207,235,8,1,1,1,2,8,7,3,5,7,5,2,4,8,6,5,5,6,7,7,6,6
207,236,9,1,1,0,4,8,5,3,5,9,2,5,3,4,7,5,3,5,7,3,3,3
207,237,10,1,1,.,2,7,6,2,7,7,6,2,6,3,7,5,7,5,5,6,6,6
207,238,11,1,1,0,2,7,5,3,5,7,6,2,4,5,7,5,6,5,5,5,5,5
207,239,12,1,1,1,3,7,7,2,8,8,6,2,5,8,7,7,6,6,7,8,8,8
207,240,13,1,1,1,3,7,6,2,7,7,6,2,7,9,7,7,7,8,7,9,9,9
208,221,13,1,1,0,2,8,4,4,4,5,5,8,5,7,4,8,2,2,2,2,1,1
208,222,14,1,1,0,3,6,2,2,7,8,2,8,2,3,6,5,5,4,5,6,3,1
208,223,15,1,1,0,3,8,8,4,6,7,4,8,4,7,6,5,7,5,6,6,5,3
208,224,16,1,3,0,1,8,8,7,10,8,6,8,6,7,10,7,8,6,6,8,7,6
208,226,17,1,3,1,1,8,10,4,10,8,6,6,8,9,9,9,8,9,.,8,8,9
208,227,18,1,3,0,2,7,5,7,5,5,4,8,7,6,7,9,9,7,6,6,4,4
208,228,19,1,3,0,3,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,5,5
208,229,1,1,1,0,4,9,7,4,4,10,8,7,3,7,9,8,6,5,4,8,10,8
208,230,2,1,1,0,3,10,3,7,3,9,2,9,5,6,8,9,9,5,6,7,4,4
208,231,3,1,1,0,2,8,8,6,7,7,5,6,5,7,6,8,7,6,5,7,5,6
208,232,4,1,1,1,5,8,6,8,8,8,6,7,4,8,8,6,5,6,6,8,6,5
208,233,5,1,1,1,4,7,7,5,4,8,8,6,3,8,5,9,8,8,9,8,8,7
